Release_Year,Genres,Media,Total_Releases
1994,Action,TV Series,46
1994,Action,Video Game,190
1994,Adult,Movie,85
1994,Adult,Video Game,4
1994,Adventure,Movie,125
1994,Adventure,TV Series,60
1994,Adventure,Video Game,155
1994,Animation,Movie,45
1994,Animation,TV Series,92
1994,Animation,Video Game,2
1994,Biography,Movie,68
1994,Biography,TV Series,10
1994,Comedy,Movie,688
1994,Comedy,TV Series,340
1994,Comedy,Video Game,28
1994,Crime,Movie,262
1994,Crime,TV Series,54
1994,Crime,Video Game,16
1994,Documentary,Movie,502
1994,Documentary,TV Series,147
1994,Documentary,Video Game,3
1994,Drama,Movie,1268
1994,Drama,TV Series,233
1994,Drama,Video Game,4
1994,Family,Movie,114
1994,Family,TV Series,145
1994,Family,Video Game,44
1994,Fantasy,Movie,104
1994,Fantasy,TV Series,22
1994,Fantasy,Video Game,65
1994,Game-Show,TV Series,70
1994,Game-Show,Video Game,3
1994,History,Movie,45
1994,History,TV Series,20
1994,History,Video Game,3
1994,Horror,Movie,110
1994,Horror,TV Series,1
1994,Horror,Video Game,11
1994,Music,Movie,50
1994,Music,TV Series,57
1994,Music,Video Game,1
1994,Musical,Movie,35
1994,Musical,TV Series,15
1994,Musical,Video Game,1
1994,Mystery,Movie,91
1994,Mystery,TV Series,15
1994,Mystery,Video Game,15
1994,News,TV Series,56
1994,Reality-TV,TV Series,23
1994,Romance,Movie,303
1994,Romance,TV Series,54
1994,Romance,Video Game,4
1994,Sci-Fi,Movie,61
1994,Sci-Fi,TV Series,15
1994,Sci-Fi,Video Game,69
1994,Short,TV Series,5
1994,Sport,Movie,28
1994,Sport,TV Series,37
1994,Sport,Video Game,40
1994,Talk-Show,Movie,1
1994,Talk-Show,TV Series,142
1994,Thriller,Movie,243
1994,Thriller,TV Series,12
1994,Thriller,Video Game,3
1994,War,Movie,40
1994,War,TV Series,7
1994,War,Video Game,3
1994,Western,Movie,16
1994,Western,TV Series,1
1994,Western,Video Game,6
1995,,Movie,847
1995,,TV Series,294
1995,,Video Game,75
1995,Action,Movie,495
1995,Action,TV Series,68
1995,Action,Video Game,169
1995,Adult,Movie,116
1995,Adult,TV Series,1
1995,Adult,Video Game,2
1995,Adventure,Movie,117
1995,Adventure,TV Series,79
1995,Adventure,Video Game,153
1995,Animation,Movie,44
1995,Animation,TV Series,109
1995,Animation,Video Game,9
1995,Biography,Movie,88
1995,Biography,TV Series,7
1995,Biography,Video Game,1
1995,Comedy,Movie,636
1995,Comedy,TV Series,398
1995,Comedy,Video Game,34
1995,Crime,Movie,256
1995,Crime,TV Series,55
1995,Crime,Video Game,14
1995,Documentary,Movie,553
1995,Documentary,TV Series,154
1995,Documentary,Video Game,4
1995,Drama,Movie,1251
1995,Drama,TV Series,249
1995,Drama,Video Game,11
1995,Family,Movie,98
1995,Family,TV Series,140
1995,Family,Video Game,52
1995,Fantasy,Movie,88
1995,Fantasy,TV Series,14
1995,Fantasy,Video Game,62
1995,Game-Show,TV Series,71
1995,Game-Show,Video Game,4
1995,History,Movie,46
1995,History,TV Series,13
1995,History,Video Game,6
1995,Horror,Movie,146
1995,Horror,TV Series,9
1995,Horror,Video Game,11
1995,Music,Movie,39
1995,Music,TV Series,69
1995,Music,Video Game,7
1995,Musical,Movie,36
1995,Musical,TV Series,18
1995,Musical,Video Game,1
1995,Mystery,Movie,92
1995,Mystery,TV Series,20
1995,Mystery,Video Game,17
1995,News,TV Series,71
1995,Reality-TV,TV Series,29
1995,Reality-TV,Video Game,1
1995,Romance,Movie,327
1995,Romance,TV Series,54
1995,Romance,Video Game,5
1995,Sci-Fi,Movie,94
1995,Sci-Fi,TV Series,20
1995,Sci-Fi,Video Game,64
1995,Short,TV Series,7
1995,Short,Video Game,1
1995,Sport,Movie,13
1995,Sport,TV Series,35
1995,Sport,Video Game,41
1995,Talk-Show,Movie,1
1995,Talk-Show,TV Series,124
1995,Thriller,Movie,264
1995,Thriller,TV Series,14
1995,Thriller,Video Game,2
1995,War,Movie,51
1995,War,TV Series,4
1995,War,Video Game,6
1995,Western,Movie,19
1995,Western,TV Series,2
1995,Western,Video Game,2
1996,,Movie,885
1996,,TV Series,303
1996,,Video Game,80
1996,Action,Movie,444
1996,Action,TV Series,63
1996,Action,Video Game,170
1996,Adult,Movie,58
1996,Adult,TV Series,1
1996,Adult,Video Game,1
1996,Adventure,Movie,121
1996,Adventure,TV Series,68
1996,Adventure,Video Game,170
1996,Animation,Movie,60
1996,Animation,TV Series,124
1996,Animation,Video Game,13
1996,Biography,Movie,75
1996,Biography,TV Series,10
1996,Biography,Video Game,4
1996,Comedy,Movie,735
1996,Comedy,TV Series,366
1996,Comedy,Video Game,42
1996,Crime,Movie,256
1996,Crime,TV Series,63
1996,Crime,Video Game,17
1996,Documentary,Movie,572
1996,Documentary,TV Series,183
1996,Documentary,Video Game,2
1996,Drama,Movie,1273
1996,Drama,TV Series,281
1996,Drama,Video Game,11
1996,Family,Movie,118
1996,Family,TV Series,162
1996,Family,Video Game,50
1996,Fantasy,Movie,95
1996,Fantasy,TV Series,33
1996,Fantasy,Video Game,54
1996,Game-Show,TV Series,79
1996,Game-Show,Video Game,5
1996,History,Movie,51
1996,History,TV Series,20
1996,Horror,Movie,131
1996,Horror,TV Series,6
1996,Horror,Video Game,17
1996,Music,Movie,51
1996,Music,TV Series,65
1996,Music,Video Game,8
1996,Musical,Movie,34
1996,Musical,TV Series,14
1996,Musical,Video Game,2
1996,Mystery,Movie,83
1996,Mystery,TV Series,24
1996,Mystery,Video Game,34
1996,News,TV Series,82
1996,Reality-TV,TV Series,23
1996,Reality-TV,Video Game,1
1996,Romance,Movie,336
1996,Romance,TV Series,73
1996,Romance,Video Game,5
1996,Sci-Fi,Movie,95
1996,Sci-Fi,TV Series,19
1996,Sci-Fi,Video Game,59
1996,Short,TV Series,7
1996,Short,Video Game,1
1996,Sport,Movie,31
1996,Sport,TV Series,37
1996,Sport,Video Game,31
1996,Talk-Show,TV Series,131
1996,Thriller,Movie,255
1996,Thriller,TV Series,21
1996,Thriller,Video Game,2
1996,War,Movie,47
1996,War,TV Series,5
1996,War,Video Game,6
1996,Western,Movie,4
1996,Western,TV Series,1
1996,Western,Video Game,2
1997,,Movie,853
1997,,TV Series,367
1997,,Video Game,68
1997,Action,Movie,463
1997,Action,TV Series,69
1997,Action,Video Game,160
1997,Adult,Movie,67
1997,Adult,TV Series,1
1997,Adult,Video Game,2
1997,Adventure,Movie,107
1997,Adventure,TV Series,73
1997,Adventure,Video Game,128
1997,Animation,Movie,61
1997,Animation,TV Series,128
1997,Animation,Video Game,8
1997,Biography,Movie,75
1997,Biography,TV Series,12
1997,Comedy,Movie,811
1997,Comedy,TV Series,429
1997,Comedy,Video Game,39
1997,Crime,Movie,255
1997,Crime,TV Series,62
1997,Crime,Video Game,12
1997,Documentary,Movie,710
1997,Documentary,TV Series,200
1997,Documentary,Video Game,1
1997,Drama,Movie,1404
1997,Drama,TV Series,282
1997,Drama,Video Game,9
1997,Family,Movie,118
1997,Family,TV Series,179
1997,Family,Video Game,44
1997,Fantasy,Movie,75
1997,Fantasy,TV Series,25
1997,Fantasy,Video Game,56
1997,Game-Show,TV Series,74
1997,History,Movie,75
1997,History,TV Series,30
1997,History,Video Game,2
1997,Horror,Movie,135
1997,Horror,TV Series,19
1997,Horror,Video Game,11
1997,Music,Movie,60
1997,Music,TV Series,81
1997,Music,Video Game,3
1997,Musical,Movie,38
1997,Musical,TV Series,17
1997,Musical,Video Game,2
1997,Mystery,Movie,90
1997,Mystery,TV Series,37
1997,Mystery,Video Game,20
1997,News,TV Series,64
1997,Reality-TV,TV Series,26
1997,Romance,Movie,378
1997,Romance,TV Series,82
1997,Romance,Video Game,2
1997,Sci-Fi,Movie,102
1997,Sci-Fi,TV Series,25
1997,Sci-Fi,Video Game,51
1997,Short,TV Series,4
1997,Sport,Movie,24
1997,Sport,TV Series,42
1997,Sport,Video Game,41
1997,Talk-Show,TV Series,143
1997,Thriller,Movie,279
1997,Thriller,TV Series,21
1997,Thriller,Video Game,5
1997,War,Movie,44
1997,War,TV Series,3
1997,War,Video Game,7
1997,Western,Movie,3
1997,Western,TV Series,1
1997,Western,Video Game,1
1998,,Movie,869
1998,,TV Series,423
1998,,Video Game,73
1998,Action,Movie,416
1998,Action,TV Series,78
1998,Action,Video Game,170
1998,Adult,Movie,35
1998,Adult,TV Series,2
1998,Adult,Video Game,1
1998,Adventure,Movie,138
1998,Adventure,TV Series,85
1998,Adventure,Video Game,129
1998,Animation,Movie,59
1998,Animation,TV Series,139
1998,Animation,Video Game,6
1998,Biography,Movie,56
1998,Biography,TV Series,16
1998,Comedy,Movie,833
1998,Comedy,TV Series,459
1998,Comedy,Video Game,36
1998,Crime,Movie,293
1998,Crime,TV Series,63
1998,Crime,Video Game,12
1998,Documentary,Movie,699
1998,Documentary,TV Series,234
1998,Documentary,Video Game,1
1998,Drama,Movie,1437
1998,Drama,TV Series,261
1998,Drama,Video Game,12
1998,Family,Movie,115
1998,Family,TV Series,173
1998,Family,Video Game,56
1998,Fantasy,Movie,91
1998,Fantasy,TV Series,24
1998,Fantasy,Video Game,45
1998,Game-Show,TV Series,76
1998,Game-Show,Video Game,3
1998,History,Movie,42
1998,History,TV Series,31
1998,History,Video Game,3
1998,Horror,Movie,150
1998,Horror,TV Series,6
1998,Horror,Video Game,13
1998,Music,Movie,64
1998,Music,TV Series,89
1998,Music,Video Game,1
1998,Musical,Movie,29
1998,Musical,TV Series,7
1998,Musical,Video Game,1
1998,Mystery,Movie,107
1998,Mystery,TV Series,16
1998,Mystery,Video Game,18
1998,News,Movie,1
1998,News,TV Series,67
1998,Reality-TV,Movie,1
1998,Reality-TV,TV Series,64
1998,Romance,Movie,433
1998,Romance,TV Series,80
1998,Romance,Video Game,3
1998,Sci-Fi,Movie,83
1998,Sci-Fi,TV Series,28
1998,Sci-Fi,Video Game,65
1998,Short,TV Series,7
1998,Sport,Movie,28
1998,Sport,TV Series,42
1998,Sport,Video Game,38
1998,Talk-Show,Movie,1
1998,Talk-Show,TV Series,145
1998,Thriller,Movie,267
1998,Thriller,TV Series,23
1998,Thriller,Video Game,6
1998,War,Movie,50
1998,War,TV Series,6
1998,War,Video Game,4
1998,Western,Movie,12
1998,Western,TV Series,1
1999,,Movie,884
1999,,TV Series,492
1999,,Video Game,95
1999,Action,Movie,434
1999,Action,TV Series,82
1999,Action,Video Game,218
1999,Adult,Movie,28
1999,Adult,Video Game,3
1999,Adventure,Movie,113
1999,Adventure,TV Series,77
1999,Adventure,Video Game,147
1999,Animation,Movie,76
1999,Animation,TV Series,168
1999,Animation,Video Game,6
1999,Biography,Movie,75
1999,Biography,TV Series,14
1999,Comedy,Movie,915
1999,Comedy,TV Series,456
1999,Comedy,Video Game,35
1999,Crime,Movie,273
1999,Crime,TV Series,54
1999,Crime,Video Game,14
1999,Documentary,Movie,755
1999,Documentary,TV Series,294
1999,Documentary,Video Game,1
1999,Drama,Movie,1501
1999,Drama,TV Series,311
1999,Drama,Video Game,9
1999,Family,Movie,141
1999,Family,TV Series,192
1999,Family,Video Game,60
1999,Fantasy,Movie,92
1999,Fantasy,TV Series,32
1999,Fantasy,Video Game,60
1999,Game-Show,TV Series,119
1999,Game-Show,Video Game,2
1999,History,Movie,59
1999,History,TV Series,31
1999,History,Video Game,4
1999,Horror,Movie,183
1999,Horror,TV Series,15
1999,Horror,Video Game,20
1999,Music,Movie,76
1999,Music,TV Series,97
1999,Music,Video Game,7
1999,Musical,Movie,36
1999,Musical,TV Series,10
1999,Musical,Video Game,1
1999,Mystery,Movie,82
1999,Mystery,TV Series,25
1999,Mystery,Video Game,15
1999,News,TV Series,59
1999,Reality-TV,TV Series,54
1999,Romance,Movie,429
1999,Romance,TV Series,85
1999,Romance,Video Game,4
1999,Sci-Fi,Movie,70
1999,Sci-Fi,TV Series,29
1999,Sci-Fi,Video Game,57
1999,Short,TV Series,5
1999,Sport,Movie,29
1999,Sport,TV Series,45
1999,Sport,Video Game,45
1999,Talk-Show,TV Series,169
1999,Thriller,Movie,333
1999,Thriller,TV Series,14
1999,Thriller,Video Game,1
1999,War,Movie,44
1999,War,TV Series,3
1999,War,Video Game,7
1999,Western,Movie,7
2000,,Movie,706
2000,,TV Series,506
2000,,Video Game,95
2000,Action,Movie,425
2000,Action,TV Series,93
2000,Action,Video Game,250
2000,Adult,Movie,23
2000,Adult,TV Series,9
2000,Adult,Video Game,2
2000,Adventure,Movie,138
2000,Adventure,TV Series,77
2000,Adventure,Video Game,170
2000,Animation,Movie,76
2000,Animation,TV Series,152
2000,Animation,Video Game,7
2000,Biography,Movie,89
2000,Biography,TV Series,20
2000,Comedy,Movie,921
2000,Comedy,TV Series,447
2000,Comedy,Video Game,39
2000,Crime,Movie,335
2000,Crime,TV Series,72
2000,Crime,Video Game,14
2000,Documentary,Movie,882
2000,Documentary,TV Series,305
2000,Drama,Movie,1582
2000,Drama,TV Series,315
2000,Drama,Video Game,13
2000,Family,Movie,128
2000,Family,TV Series,188
2000,Family,Video Game,72
2000,Fantasy,Movie,110
2000,Fantasy,TV Series,37
2000,Fantasy,Video Game,60
2000,Game-Show,TV Series,114
2000,Game-Show,Video Game,5
2000,History,Movie,59
2000,History,TV Series,41
2000,History,Video Game,8
2000,Horror,Movie,196
2000,Horror,TV Series,17
2000,Horror,Video Game,18
2000,Music,Movie,95
2000,Music,TV Series,100
2000,Music,Video Game,7
2000,Musical,Movie,62
2000,Musical,TV Series,12
2000,Musical,Video Game,1
2000,Mystery,Movie,105
2000,Mystery,TV Series,34
2000,Mystery,Video Game,15
2000,News,TV Series,70
2000,Reality-TV,TV Series,109
2000,Romance,Movie,472
2000,Romance,TV Series,88
2000,Sci-Fi,Movie,73
2000,Sci-Fi,TV Series,29
2000,Sci-Fi,Video Game,53
2000,Short,TV Series,11
2000,Sport,Movie,39
2000,Sport,TV Series,46
2000,Sport,Video Game,57
2000,Talk-Show,TV Series,154
2000,Thriller,Movie,346
2000,Thriller,TV Series,19
2000,Thriller,Video Game,5
2000,War,Movie,44
2000,War,TV Series,5
2000,War,Video Game,8
2000,Western,Movie,11
2000,Western,TV Series,2
2001,,Movie,752
2001,,TV Series,516
2001,,Video Game,67
2001,Action,Movie,483
2001,Action,TV Series,95
2001,Action,Video Game,229
2001,Adult,Movie,18
2001,Adult,TV Series,7
2001,Adult,Video Game,3
2001,Adventure,Movie,159
2001,Adventure,TV Series,92
2001,Adventure,Video Game,173
2001,Animation,Movie,74
2001,Animation,TV Series,180
2001,Animation,Video Game,5
2001,Biography,Movie,69
2001,Biography,TV Series,21
2001,Comedy,Movie,990
2001,Comedy,TV Series,501
2001,Comedy,Video Game,39
2001,Crime,Movie,325
2001,Crime,TV Series,72
2001,Crime,Video Game,18
2001,Documentary,Movie,960
2001,Documentary,TV Series,384
2001,Documentary,Video Game,2
2001,Drama,Movie,1720
2001,Drama,TV Series,341
2001,Drama,Video Game,20
2001,Family,Movie,131
2001,Family,TV Series,215
2001,Family,Video Game,71
2001,Fantasy,Movie,119
2001,Fantasy,TV Series,48
2001,Fantasy,Video Game,65
2001,Game-Show,TV Series,156
2001,Game-Show,Video Game,4
2001,History,Movie,43
2001,History,TV Series,36
2001,History,Video Game,5
2001,Horror,Movie,205
2001,Horror,TV Series,26
2001,Horror,Video Game,18
2001,Music,Movie,82
2001,Music,TV Series,99
2001,Music,Video Game,7
2001,Musical,Movie,56
2001,Musical,TV Series,15
2001,Musical,Video Game,1
2001,Mystery,Movie,130
2001,Mystery,TV Series,37
2001,Mystery,Video Game,18
2001,News,TV Series,101
2001,Reality-TV,Movie,1
2001,Reality-TV,TV Series,158
2001,Romance,Movie,525
2001,Romance,TV Series,103
2001,Romance,Video Game,6
2001,Sci-Fi,Movie,87
2001,Sci-Fi,TV Series,28
2001,Sci-Fi,Video Game,57
2001,Short,TV Series,9
2001,Sport,Movie,37
2001,Sport,TV Series,70
2001,Sport,Video Game,55
2001,Talk-Show,TV Series,193
2001,Thriller,Movie,334
2001,Thriller,TV Series,16
2001,Thriller,Video Game,3
2001,War,Movie,57
2001,War,TV Series,9
2001,War,Video Game,8
2001,Western,Movie,8
2001,Western,TV Series,2
2001,Western,Video Game,2
2002,,Movie,687
2002,,TV Series,480
2002,,Video Game,91
2002,Action,Movie,480
2002,Action,TV Series,84
2002,Action,Video Game,287
2002,Adult,Movie,18
2002,Adult,TV Series,12
2002,Adult,Video Game,1
2002,Adventure,Movie,172
2002,Adventure,TV Series,88
2002,Adventure,Video Game,190
2002,Animation,Movie,66
2002,Animation,TV Series,156
2002,Animation,Video Game,9
2002,Biography,Movie,80
2002,Biography,TV Series,10
2002,Comedy,Movie,982
2002,Comedy,TV Series,540
2002,Comedy,Video Game,38
2002,Crime,Movie,320
2002,Crime,TV Series,88
2002,Crime,Video Game,17
2002,Documentary,Movie,1100
2002,Documentary,TV Series,455
2002,Drama,Movie,1847
2002,Drama,TV Series,346
2002,Drama,Video Game,27
2002,Family,Movie,138
2002,Family,TV Series,228
2002,Family,Video Game,35
2002,Fantasy,Movie,132
2002,Fantasy,TV Series,34
2002,Fantasy,Video Game,81
2002,Game-Show,TV Series,118
2002,History,Movie,58
2002,History,TV Series,31
2002,History,Video Game,3
2002,Horror,Movie,198
2002,Horror,TV Series,15
2002,Horror,Video Game,22
2002,Music,Movie,95
2002,Music,TV Series,121
2002,Music,Video Game,7
2002,Musical,Movie,64
2002,Musical,TV Series,17
2002,Musical,Video Game,1
2002,Mystery,Movie,134
2002,Mystery,TV Series,39
2002,Mystery,Video Game,25
2002,News,TV Series,88
2002,Reality-TV,Movie,2
2002,Reality-TV,TV Series,177
2002,Romance,Movie,572
2002,Romance,TV Series,96
2002,Romance,Video Game,4
2002,Sci-Fi,Movie,74
2002,Sci-Fi,TV Series,19
2002,Sci-Fi,Video Game,53
2002,Short,TV Series,14
2002,Sport,Movie,42
2002,Sport,TV Series,72
2002,Sport,Video Game,53
2002,Talk-Show,TV Series,185
2002,Thriller,Movie,322
2002,Thriller,TV Series,16
2002,Thriller,Video Game,6
2002,War,Movie,59
2002,War,TV Series,6
2002,War,Video Game,9
2002,Western,Movie,9
2002,Western,TV Series,1
2003,,Movie,457
2003,,TV Series,395
2003,,Video Game,49
2003,Action,Movie,450
2003,Action,TV Series,109
2003,Action,Video Game,293
2003,Adult,Movie,16
2003,Adult,TV Series,17
2003,Adult,Video Game,2
2003,Adventure,Movie,182
2003,Adventure,TV Series,127
2003,Adventure,Video Game,192
2003,Animation,Movie,77
2003,Animation,TV Series,217
2003,Animation,Video Game,5
2003,Biography,Movie,75
2003,Biography,TV Series,18
2003,Comedy,Movie,1142
2003,Comedy,TV Series,631
2003,Comedy,Video Game,43
2003,Crime,Movie,291
2003,Crime,TV Series,96
2003,Crime,Video Game,14
2003,Documentary,Movie,1216
2003,Documentary,TV Series,599
2003,Drama,Movie,1858
2003,Drama,TV Series,401
2003,Drama,Video Game,24
2003,Family,Movie,145
2003,Family,TV Series,257
2003,Family,Video Game,43
2003,Fantasy,Movie,126
2003,Fantasy,TV Series,42
2003,Fantasy,Video Game,85
2003,Game-Show,TV Series,118
2003,Game-Show,Video Game,3
2003,History,Movie,63
2003,History,TV Series,57
2003,History,Video Game,7
2003,Horror,Movie,211
2003,Horror,TV Series,19
2003,Horror,Video Game,16
2003,Music,Movie,91
2003,Music,TV Series,127
2003,Music,Video Game,4
2003,Musical,Movie,58
2003,Musical,TV Series,25
2003,Mystery,Movie,122
2003,Mystery,TV Series,37
2003,Mystery,Video Game,19
2003,News,Movie,1
2003,News,TV Series,84
2003,Reality-TV,Movie,4
2003,Reality-TV,TV Series,260
2003,Romance,Movie,518
2003,Romance,TV Series,126
2003,Romance,Video Game,2
2003,Sci-Fi,Movie,78
2003,Sci-Fi,TV Series,25
2003,Sci-Fi,Video Game,40
2003,Short,TV Series,15
2003,Sport,Movie,37
2003,Sport,TV Series,84
2003,Sport,Video Game,44
2003,Talk-Show,TV Series,194
2003,Thriller,Movie,350
2003,Thriller,TV Series,23
2003,Thriller,Video Game,2
2003,War,Movie,55
2003,War,TV Series,7
2003,War,Video Game,15
2003,Western,Movie,15
2003,Western,TV Series,1
2003,Western,Video Game,1
2004,,Movie,298
2004,,TV Series,328
2004,,Video Game,50
2004,Action,Movie,444
2004,Action,TV Series,109
2004,Action,Video Game,259
2004,Adult,Movie,19
2004,Adult,TV Series,18
2004,Adult,Video Game,1
2004,Adventure,Movie,176
2004,Adventure,TV Series,93
2004,Adventure,Video Game,185
2004,Animation,Movie,78
2004,Animation,TV Series,192
2004,Animation,Video Game,12
2004,Biography,Movie,88
2004,Biography,TV Series,21
2004,Biography,Video Game,1
2004,Comedy,Movie,1138
2004,Comedy,TV Series,643
2004,Comedy,Video Game,36
2004,Crime,Movie,289
2004,Crime,TV Series,97
2004,Crime,Video Game,20
2004,Documentary,Movie,1526
2004,Documentary,TV Series,575
2004,Drama,Movie,1997
2004,Drama,TV Series,436
2004,Drama,Video Game,30
2004,Family,Movie,129
2004,Family,TV Series,186
2004,Family,Video Game,36
2004,Fantasy,Movie,123
2004,Fantasy,TV Series,45
2004,Fantasy,Video Game,69
2004,Game-Show,TV Series,131
2004,Game-Show,Video Game,6
2004,History,Movie,68
2004,History,TV Series,36
2004,History,Video Game,6
2004,Horror,Movie,296
2004,Horror,TV Series,22
2004,Horror,Video Game,19
2004,Music,Movie,116
2004,Music,TV Series,154
2004,Music,Video Game,3
2004,Musical,Movie,57
2004,Musical,TV Series,8
2004,Musical,Video Game,2
2004,Mystery,Movie,165
2004,Mystery,TV Series,45
2004,Mystery,Video Game,31
2004,News,TV Series,90
2004,Reality-TV,Movie,2
2004,Reality-TV,TV Series,351
2004,Romance,Movie,529
2004,Romance,TV Series,168
2004,Romance,Video Game,5
2004,Sci-Fi,Movie,98
2004,Sci-Fi,TV Series,32
2004,Sci-Fi,Video Game,40
2004,Short,TV Series,19
2004,Sport,Movie,51
2004,Sport,TV Series,96
2004,Sport,Video Game,42
2004,Talk-Show,TV Series,209
2004,Thriller,Movie,382
2004,Thriller,TV Series,17
2004,Thriller,Video Game,10
2004,War,Movie,87
2004,War,TV Series,7
2004,War,Video Game,15
2004,Western,Movie,9
2004,Western,TV Series,1
2004,Western,Video Game,1
2005,,Movie,322
2005,,TV Series,317
2005,,Video Game,60
2005,Action,Movie,427
2005,Action,TV Series,100
2005,Action,Video Game,259
2005,Adult,Movie,7
2005,Adult,TV Series,25
2005,Adult,Video Game,3
2005,Adventure,Movie,178
2005,Adventure,TV Series,102
2005,Adventure,Video Game,175
2005,Animation,Movie,76
2005,Animation,TV Series,238
2005,Animation,Video Game,15
2005,Biography,Movie,120
2005,Biography,TV Series,25
2005,Biography,Video Game,1
2005,Comedy,Movie,1240
2005,Comedy,TV Series,682
2005,Comedy,Video Game,33
2005,Crime,Movie,309
2005,Crime,TV Series,87
2005,Crime,Video Game,23
2005,Documentary,Movie,1665
2005,Documentary,TV Series,513
2005,Drama,Movie,2225
2005,Drama,TV Series,448
2005,Drama,Video Game,26
2005,Family,Movie,142
2005,Family,TV Series,192
2005,Family,Video Game,26
2005,Fantasy,Movie,138
2005,Fantasy,TV Series,60
2005,Fantasy,Video Game,59
2005,Game-Show,TV Series,159
2005,Game-Show,Video Game,6
2005,History,Movie,101
2005,History,TV Series,51
2005,History,Video Game,4
2005,Horror,Movie,357
2005,Horror,TV Series,21
2005,Horror,Video Game,21
2005,Music,Movie,141
2005,Music,TV Series,168
2005,Music,Video Game,9
2005,Musical,Movie,69
2005,Musical,TV Series,17
2005,Mystery,Movie,181
2005,Mystery,TV Series,57
2005,Mystery,Video Game,16
2005,News,Movie,3
2005,News,TV Series,143
2005,Reality-TV,Movie,1
2005,Reality-TV,TV Series,442
2005,Romance,Movie,550
2005,Romance,TV Series,172
2005,Romance,Video Game,5
2005,Sci-Fi,Movie,100
2005,Sci-Fi,TV Series,34
2005,Sci-Fi,Video Game,40
2005,Short,TV Series,28
2005,Sport,Movie,72
2005,Sport,TV Series,93
2005,Sport,Video Game,48
2005,Talk-Show,TV Series,265
2005,Thriller,Movie,403
2005,Thriller,TV Series,15
2005,Thriller,Video Game,11
2005,War,Movie,75
2005,War,TV Series,12
2005,War,Video Game,13
2005,Western,Movie,18
2005,Western,TV Series,2
2005,Western,Video Game,2
2006,,Movie,248
2006,,TV Series,233
2006,,Video Game,92
2006,Action,Movie,379
2006,Action,TV Series,89
2006,Action,Video Game,202
2006,Adult,Movie,18
2006,Adult,TV Series,16
2006,Adult,Video Game,3
2006,Adventure,Movie,190
2006,Adventure,TV Series,107
2006,Adventure,Video Game,136
2006,Animation,Movie,92
2006,Animation,TV Series,238
2006,Animation,Video Game,12
2006,Biography,Movie,119
2006,Biography,TV Series,39
2006,Comedy,Movie,1187
2006,Comedy,TV Series,660
2006,Comedy,Video Game,29
2006,Crime,Movie,301
2006,Crime,TV Series,97
2006,Crime,Video Game,26
2006,Documentary,Movie,1578
2006,Documentary,TV Series,468
2006,Drama,Movie,2122
2006,Drama,TV Series,434
2006,Drama,Video Game,24
2006,Family,Movie,147
2006,Family,TV Series,179
2006,Family,Video Game,27
2006,Fantasy,Movie,123
2006,Fantasy,TV Series,50
2006,Fantasy,Video Game,55
2006,Game-Show,TV Series,168
2006,Game-Show,Video Game,10
2006,History,Movie,100
2006,History,TV Series,55
2006,History,Video Game,7
2006,Horror,Movie,378
2006,Horror,TV Series,18
2006,Horror,Video Game,11
2006,Music,Movie,150
2006,Music,TV Series,147
2006,Music,Video Game,4
2006,Musical,Movie,75
2006,Musical,TV Series,13
2006,Mystery,Movie,165
2006,Mystery,TV Series,42
2006,Mystery,Video Game,15
2006,News,TV Series,132
2006,Reality-TV,Movie,1
2006,Reality-TV,TV Series,474
2006,Romance,Movie,517
2006,Romance,TV Series,168
2006,Sci-Fi,Movie,91
2006,Sci-Fi,TV Series,27
2006,Sci-Fi,Video Game,16
2006,Short,TV Series,25
2006,Sport,Movie,77
2006,Sport,TV Series,141
2006,Sport,Video Game,39
2006,Talk-Show,Movie,1
2006,Talk-Show,TV Series,277
2006,Thriller,Movie,429
2006,Thriller,TV Series,22
2006,Thriller,Video Game,6
2006,War,Movie,72
2006,War,TV Series,8
2006,War,Video Game,7
2006,Western,Movie,15
2006,Western,Video Game,2
2007,,Movie,272
2007,,TV Series,208
2007,,Video Game,121
2007,Action,Movie,374
2007,Action,TV Series,98
2007,Action,Video Game,143
2007,Adult,Movie,30
2007,Adult,TV Series,24
2007,Adventure,Movie,170
2007,Adventure,TV Series,96
2007,Adventure,Video Game,114
2007,Animation,Movie,116
2007,Animation,TV Series,183
2007,Animation,Video Game,3
2007,Biography,Movie,123
2007,Biography,TV Series,26
2007,Comedy,Movie,1065
2007,Comedy,TV Series,572
2007,Comedy,Video Game,22
2007,Crime,Movie,329
2007,Crime,TV Series,86
2007,Crime,Video Game,15
2007,Documentary,Movie,1655
2007,Documentary,TV Series,460
2007,Drama,Movie,1931
2007,Drama,TV Series,417
2007,Drama,Video Game,13
2007,Family,Movie,149
2007,Family,TV Series,137
2007,Family,Video Game,21
2007,Fantasy,Movie,123
2007,Fantasy,TV Series,39
2007,Fantasy,Video Game,53
2007,Game-Show,Movie,1
2007,Game-Show,TV Series,165
2007,Game-Show,Video Game,4
2007,History,Movie,111
2007,History,TV Series,65
2007,History,Video Game,9
2007,Horror,Movie,368
2007,Horror,TV Series,20
2007,Horror,Video Game,9
2007,Music,Movie,128
2007,Music,TV Series,135
2007,Music,Video Game,6
2007,Musical,Movie,56
2007,Musical,TV Series,12
2007,Mystery,Movie,162
2007,Mystery,TV Series,34
2007,Mystery,Video Game,15
2007,News,Movie,3
2007,News,TV Series,131
2007,Reality-TV,Movie,1
